 ,Label,Area,Mean,X,Y
1,PRG_6381.jpg,0,161,421.500,206.333
2,PRG_6381.jpg,0,163,422.667,206.667
3,PRG_6381.jpg,0,163,426.500,206.500
4,PRG_6381.jpg,0,169,429.833,206.500
5,PRG_6381.jpg,0,180,433.833,206.667
6,PRG_6381.jpg,0,160,437.333,207.333
7,PRG_6381.jpg,0,158,439.500,207.167
8,PRG_6381.jpg,0,182,437.333,205.500
9,PRG_6381.jpg,0,171,432.333,204.833
10,PRG_6381.jpg,0,177,428,204.667
11,PRG_6381.jpg,0,133,391,198.333
12,PRG_6381.jpg,0,156,395.500,198.833
13,PRG_6381.jpg,0,158,400.667,198.167
14,PRG_6381.jpg,0,147,406.667,198
15,PRG_6381.jpg,0,146,411,198.500
16,PRG_6381.jpg,0,144,413.833,198.333
17,PRG_6381.jpg,0,135,416,198.167
18,PRG_6381.jpg,0,145,386.667,217.833
19,PRG_6381.jpg,0,165,386,216.500
20,PRG_6381.jpg,0,151,385,213.500
21,PRG_6381.jpg,0,148,386.833,211
22,PRG_6381.jpg,0,145,392.833,211.667
23,PRG_6381.jpg,0,167,396.833,213.667
24,PRG_6381.jpg,0,144,397.167,216
25,PRG_6381.jpg,0,136,397.833,220
26,PRG_6381.jpg,0,165,399.167,223.500
27,PRG_6381.jpg,0,167,400.333,224.333
28,PRG_6381.jpg,0,168,404.333,219.333
29,PRG_6381.jpg,0,140,406,218.167
30,PRG_6381.jpg,0,153,409.833,216.500
31,PRG_6381.jpg,0,175,416.833,219.333
32,PRG_6381.jpg,0,137,417.833,221
33,PRG_6381.jpg,0,157,414.833,225.333
34,PRG_6381.jpg,0,170,429.500,223.833
35,PRG_6381.jpg,0,173,467.667,206.333
36,PRG_6381.jpg,0,175,468.667,206.500
37,PRG_6381.jpg,0,153,476,206.500
38,PRG_6381.jpg,0,137,479.500,206.333
39,PRG_6381.jpg,0,164,486.333,206.333
40,PRG_6381.jpg,0,154,489.167,206
41,PRG_6381.jpg,0,162,488.500,190.167
42,PRG_6381.jpg,0,174,491,190.167
43,PRG_6381.jpg,0,149,491.667,191.333
44,PRG_6381.jpg,0,142,510.167,211.500
45,PRG_6381.jpg,0,162,513,212.167
46,PRG_6381.jpg,0,168,515.333,211.167
47,PRG_6381.jpg,0,160,527.333,219.667
48,PRG_6381.jpg,0,173,528.333,217.833
49,PRG_6381.jpg,0,155,536.667,215.833
50,PRG_6381.jpg,0,177,539,214.333
51,PRG_6381.jpg,0,161,538,209.833
52,PRG_6381.jpg,0,148,538.833,208.500
53,PRG_6381.jpg,0,128,539.500,206.500
54,PRG_6381.jpg,0,147,539.833,203.167
55,PRG_6381.jpg,0,158,569.667,227.500
56,PRG_6381.jpg,0,159,569.500,226.167
57,PRG_6381.jpg,0,166,566.500,223
58,PRG_6381.jpg,0,144,563.667,220.833
59,PRG_6381.jpg,0,172,562.333,218.167
60,PRG_6381.jpg,0,173,569,213.667
61,PRG_6381.jpg,0,136,569.500,211.500
62,PRG_6381.jpg,0,171,621.500,225.333
63,PRG_6381.jpg,0,194,623.500,224.667
64,PRG_6381.jpg,0,192,625.333,224.167
65,PRG_6381.jpg,0,154,625.167,222.167
66,PRG_6381.jpg,0,179,631.167,211.833
67,PRG_6381.jpg,0,180,634.167,211.833
68,PRG_6381.jpg,0,169,636.667,211.833
69,PRG_6381.jpg,0,169,654.167,211.500
70,PRG_6381.jpg,0,175,656.333,211.833
71,PRG_6381.jpg,0,174,658.667,212.333
